TIME(s), ROOM SIZE, GENERATED ROOM, ARCHETYPE, GENERATION BIAS,PARENT,TREE LAYER
92.20765,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,30
92.40383,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,31
92.81184,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,32
93.30401,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,32
93.50121,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,33
95.30492,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,33
95.51011,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,34
96.20099,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,35
96.40985,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,36
97.81262,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,35
98.0182,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,36
98.30206,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,37
98.70242,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,38
99.81209,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,37
100.109,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,38
100.5081,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,38
100.7154,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,39
101.0075,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,40
101.6161,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,40
101.82,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,41
102.1135,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,42
102.5129,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,42
102.7127,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,43
103.0138,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,43
103.2112,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,44
103.6113,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,45
105.405,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,44
107.2197,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,43
107.5127,2x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,44
108.2118,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,44
108.6135,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,45
109.1003,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,45
109.3177,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,46
111.1087,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,46
111.3089,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,47
112.7003,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,46
112.9,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,47
113.3016,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,48
113.6096,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,48
113.8097,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,49
114.2031,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,50
114.5054,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,51
114.9067,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,51
115.4142,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,52
115.6064,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,53
116.3067,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,54
116.5051,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,55
116.9086,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,56
117.2132,2x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,57
117.6143,2x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,58
118.7149,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,57
119.0055,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,58
119.4039,2x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,59
119.8073,2x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,60
120.244,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,null,0
120.244,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,1
120.6489,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,2
121.0119,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,3
121.7132,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,3
122.4524,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,3
122.8134,2x4,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,4
124.6049,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,1
124.9555,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,2
125.3129,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,3
125.7025,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,4
126.0475,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,5
126.4094,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,6
126.7541,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,7
127.3106,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,7
127.5116,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,8
127.8506,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,9
128.553,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,9
129.6432,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,8
130.006,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,9
130.3508,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,10
131.1158,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,11
131.2426,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,12
131.6109,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,13
132.0043,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,13
132.1551,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,14
133.6086,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,14
133.9455,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,15
134.3077,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,16
135.4167,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,15
135.7527,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,16
136.1146,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,16
136.3166,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,17
137.7526,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,17
138.1003,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,18
138.4555,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,18
138.6559,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,19
140.1034,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,19
140.4536,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,20
140.8194,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,21
141.1417,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,21
143.1474,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,20
143.3006,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,21
143.8409,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,21
144.0448,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,22
145.5016,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,22
145.8439,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,22
146.0127,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,23
147.4448,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,23
147.8024,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,24
148.2022,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,25
148.5418,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,26
148.9122,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,26
150.5096,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,25
150.9079,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,26
151.414,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,26
151.6111,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,27
151.9459,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,28
152.7119,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,29
153.0515,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,29
153.2145,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,30
154.8475,2x4,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,30
155.2121,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,31
155.5483,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,31
155.7525,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,32
156.111,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,33
156.4516,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,34
157.0004,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,34
157.2097,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,35
157.5545,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x1 Rhombus Archetype ,36
157.9036,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,37
158.2529,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,38
158.6106,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,39
159.0147,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,40
159.3407,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,40
159.5027,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,41
159.9146,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,42
160.2467,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,43
161.3036,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,42
161.7023,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,43
163.1106,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,41
163.5124,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,42
163.8428,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,43
164.2069,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,44
165.3069,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,43
165.6563,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,44
168.1537,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,41
168.513,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,41
168.7031,2x4,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,42
170.1417,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,42
170.5082,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x1 Rhombus Archetype ,43
173.0123,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,38
173.4,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,39
173.7536,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,40
174.1132,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,40
174.3091,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,41
175.3434,2x4,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,41
175.5538,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x1 Rhombus Archetype ,42
178.8141,2x4,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,37
179.142,2x4,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,38
179.5081,2x4,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,39
180.183,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,null,0
180.183,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,1
181.1052,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,2
181.2847,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,3
181.6427,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,4
182.0025,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,5
182.7494,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,5
182.9001,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,6
183.4555,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x2 Rectangle Archetype ,6
183.6547,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,7
184.3498,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,8
184.552,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,9
184.8823,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,9
185.0815,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,10
185.4529,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x1 Rhombus Archetype ,10
187.4082,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,10
187.7845,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,11
188.1539,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,12
188.4908,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,13
189.2075,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,13
189.3963,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,14
189.9428,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,14
190.1059,2x5,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,14
191.3811,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,15
191.9039,2x5,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,15
192.9855,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,15
193.191,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,16
193.7002,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,16
193.89,2x5,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,16
195.1488,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,17
195.6801,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,17
195.8856,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,18
196.251,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,18
196.4051,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,19
196.7825,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,19
197.1421,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,19
197.3155,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,19
197.4872,2x5,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x2 Rectangle Archetype ,20
198.3912,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x3 Rectangle Archetype ,21
198.5898,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,22
198.9421,2x5,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,23
199.4911,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,23
200.0019,2x5,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,24
200.1878,2x5,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,25
200.5554,2x5,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,25
200.751,2x5,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,26
